*************************
* V = vowels
* S = Semi-vowels/Approximants
* D = Diphthongs
* N = Nasal
* P = Plosive
* A = Affricates
* F = Fricatives
************************
P,p
P,b
P,t
P,d
P,k
P,ɠ
N,ŋ
N,m
N,n
S,l
S,r
F,f
F,v
F,s
F,z
F,ʃ
F,ʒ
S,j
F,χ
V,ɣ
F,h
S,ʋ
A,dʒ
V,iː
V,yː
V,eː
V,øː
V,aː
V,oː
V,uː
V,ɪ
V,ɛ
V,ɑ
V,ɔ
V,ʉ
V,ə
V,iːː
V,yːː
V,ɛː
V,œː
V,ɒː
D,ɛi
D,œy
D,ɑu
